Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Age],[Bounds],[Cities],[Disability status],[Hazard type],[IHR Capacity],[Location],[Migratory status],[Name of international institution],[Name of non-communicable disease],[Quantile],[Reporting Type],[Sex],[Type of occupation],[Type of product]
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","180","Democratic Republic of the Congo","2016","<5","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","180","Democratic Republic of the Congo","2017","<5","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","202","Sub-Saharan Africa","2016","13","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","202","Sub-Saharan Africa","2017","14","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","203","Czechia","2016",">95","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","203","Czechia","2017",">95","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","204","Benin","2016","6","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","204","Benin","2017","6","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","208","Denmark","2016",">95","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","208","Denmark","2017",">95","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","231","Ethiopia","2016","<5","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","231","Ethiopia","2017","<5","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","276","Germany","2016",">95","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","276","Germany","2017",">95","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","288","Ghana","2016","23","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","288","Ghana","2017","25","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","320","Guatemala","2016","43","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","320","Guatemala","2017","43","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","356","India","2016","44","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","356","India","2017","45","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","360","Indonesia","2016","63","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","360","Indonesia","2017","65","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","372","Ireland","2016",">95","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","372","Ireland","2017",">95","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","376","Israel","2016",">95","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","376","Israel","2017",">95","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","404","Kenya","2016","13","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","404","Kenya","2017","14","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","426","Lesotho","2016","32","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","426","Lesotho","2017","33","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","430","Liberia","2016","<5","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","430","Liberia","2017","<5","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","454","Malawi","2016","<5","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","454","Malawi","2017","<5","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","508","Mozambique","2016","<5","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","508","Mozambique","2017","<5","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","516","Namibia","2016","44","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","516","Namibia","2017","44","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","520","Nauru","2016","92","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","520","Nauru","2017","92","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","566","Nigeria","2016","6","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","566","Nigeria","2017","7","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","598","Papua New Guinea","2016","11","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","598","Papua New Guinea","2017","12","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","620","Portugal","2016",">95","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","620","Portugal","2017",">95","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","624","Guinea-Bissau","2016","<5","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","624","Guinea-Bissau","2017","<5","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","710","South Africa","2016","84","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","710","South Africa","2017","86","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","716","Zimbabwe","2016","29","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","716","Zimbabwe","2017","29","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","722","Small island developing States (SIDS)","2016","56","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","722","Small island developing States (SIDS)","2017","57","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","724","Spain","2016",">95","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","724","Spain","2017",">95","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","728","South Sudan","2016","<5","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","728","South Sudan","2017","<5","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","729","Sudan","2016","41","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","729","Sudan","2017","44","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","760","Syrian Arab Republic","2016",">95","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","760","Syrian Arab Republic","2017",">95","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","762","Tajikistan","2016","81","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","762","Tajikistan","2017","83","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","764","Thailand","2016","78","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","764","Thailand","2017","78","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","768","Togo","2016","7","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","768","Togo","2017","8","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","776","Tonga","2016","55","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","776","Tonga","2017","55","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","800","Uganda","2016","<5","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","800","Uganda","2017","<5","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","834","United Republic of Tanzania","2016","<5","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","834","United Republic of Tanzania","2017","<5","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","894","Zambia","2016","16","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","894","Zambia","2017","16","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","76","Brazil","2016","16.3","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","104","Myanmar","2016","56.6","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","120","Cameroon","2016","21.7","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","140","Central African Republic","2016","97.5","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","148","Chad","2016","87.0","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","178","Congo","2016","48.0","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","180","Democratic Republic of the Congo","2016","79.1","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","202","Sub-Saharan Africa","2016","55.6","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","204","Benin","2016","59.6","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","208","Denmark","2016","0.001","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","231","Ethiopia","2016","65.9","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","276","Germany","2016","0.01","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","288","Ghana","2016","30.4","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","320","Guatemala","2016","31.0","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","356","India","2016","35.4","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","360","Indonesia","2016","30.9","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","404","Kenya","2016","46.5","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","426","Lesotho","2016","59.7","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","430","Liberia","2016","70.3","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","454","Malawi","2016","67.0","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","508","Mozambique","2016","76.7","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","516","Namibia","2016","42.3","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","566","Nigeria","2016","53.9","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","620","Portugal","2016","3.6","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","624","Guinea-Bissau","2016","78.9","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","710","South Africa","2016","26.3","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","716","Zimbabwe","2016","28.3","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","724","Spain","2016","7.8","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","728","South Sudan","2016","97.3","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","729","Sudan","2016","93.6","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","760","Syrian Arab Republic","2016","15.3","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","762","Tajikistan","2016","26.0","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","764","Thailand","2016","24.6","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","768","Togo","2016","53.0","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","800","Uganda","2016","47.5","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","834","United Republic of Tanzania","2016","41.7","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
"11","11.1","11.1.1","EN_LND_SLUM","Proportion of urban population living in slums (%)","894","Zambia","2016","63.3","2016","United Nations Human Settlements Programme (UN-HABITAT)","","NA","PERCENT","","","","","","","","","","","","G","","",""
